COMPANY_CODE,STATE_CODE,PROGRAM_CODE,LINE_OF_BUSINESS,CITY,COUNTY_CODE,ZIP_CODE,LastOfADDRESS_LINE,LastOfCITY,LastOfSTATE_CODE,LastOfZIP_CODE,LastOfCOUNTY_CODE,PREMIUM_GROUP,TERRITORY_1_CODE
60,CA,R,25,Laguna Hills,059,92654,,,,,,,1
60,CA,R,25,Laguna Hills,059,92656,24332 ACASO APT 4,LAGUNA HILLS,CA,92656,059,,1
60,CA,R,25,Laguna Niguel,059,92607,,,,,,,1
60,CA,R,25,Laguna Niguel,059,92677,23965 DORY DR,LAGUNA NIGUEL,CA,92677,059,,1
60,CA,R,25,Laguna Woods,059,92637,2232 VIA PUERTA UNIT A,LAGUNA WOODS,CA,92637,059,,1
60,CA,R,25,Laguna Woods,059,92653,,,,,,,1
60,CA,R,25,Laguna Woods,059,92654,,,,,,,1
60,CA,R,25,Lagunitas,041,94938,86 ALTA AVE,LAGUNITAS,CA,94938,041,,1
60,CA,R,25,Lake Almanor,035,96137,,,,,,,1
60,CA,R,25,Lake Arrowhead,069,92352,,,,,,,1
60,CA,R,25,Lake Balboa,037,91406,6714 MCLENNAN AVE,LAKE BALBOA,CA,91406,037,,1
60,CA,R,25,Lake City,049,96115,,,,,,,1
60,CA,R,25,Lake Elsinore,065,92530,29475 VILLAGE PARKWAY,LAKE ELSINORE,CA,92530,065,,1
60,CA,R,25,Lake Elsinore,065,92531,,,,,,,1
60,CA,R,25,Lake Elsinore,065,92532,30505 CANYON HILLS RD UNIT 2003,LAKE ELSINORE,CA,92532,065,,1
60,CA,R,25,Lake Forest,059,92609,,,,,,,1
60,CA,R,25,Lake Forest,059,92630,74 FUCHSIA,LAKE FOREST,CA,92630,059,,1
60,CA,R,25,Lake Hughes,037,93532,42740 DEER WALK RD,LAKE HUGHES,CA,93532,037,,1
60,CA,R,25,Lake Isabella,029,93240,2521 SCOVERN ST,LAKE ISABELLA,CA,93240,029,,1
60,CA,R,25,Lake Los Angeles,037,93535,40532 178TH ST E,LAKE LOS ANGELES,CA,93535,037,,1
60,CA,R,25,Lake Los Angeles,037,93550,37710 LEMSFORD AVE,LAKE LOS ANGELES,CA,93550,037,,1
60,CA,R,25,Lake Los Angeles,037,93591,39014 163RD ST E,LAKE LOS ANGELES,CA,93591,037,,1
60,CA,R,25,Lake Sherwood,111,91361,1642 BUSHGROVE CT,LAKE SHERWOOD,CA,91361,111,,1
60,CA,R,25,Lake View Terrace,037,91342,11734 TERRA BELLA ST,LAKE VIEW TERRACE,CA,91342,037,,1
60,CA,R,25,Lakehead,089,96051,20252 GILMAN RD,LAKEHEAD,CA,96051,089,,1
60,CA,R,25,Lakehead,089,96070,,,,,,,1
60,CA,R,25,Lakeport,033,95453,1383 MELLOR DR,LAKEPORT,CA,95453,033,,1
60,CA,R,25,Lakeshore,019,93634,,,,,,,1
60,CA,R,25,Lakeside,073,92040,9120 PALOMINO RIDGE DR,LAKESIDE,CA,92040,073,,1
60,CA,R,25,Lakeview,065,92567,22510 RAMONA AVE,LAKEVIEW,CA,92567,065,,1
60,CA,R,25,Lakewood,037,90711,,,,,,,1
60,CA,R,25,Lakewood,037,90712,5439 PIMENTA AVE,LAKEWOOD,CA,90712,037,,1
60,CA,R,25,Lakewood,037,90713,4626 LADOGA AVE,LAKEWOOD,CA,90713,037,,1
60,CA,R,25,Lakewood,037,90714,5200 CLARK AVE UNIT 844,LAKEWOOD,CA,90714,037,,1
60,CA,R,25,Lakewood,037,90715,11300 TANGENT LN,LAKEWOOD,CA,90715,037,,1
60,CA,R,25,Lakewood,037,90716,,,,,,,1
60,CA,R,25,Lakewood,037,90805,3612 E LA JARA ST,LAKEWOOD,CA,90805,037,,1
60,CA,R,25,Lamont,029,93241,9019 DECOY CT,LAMONT,CA,93241,029,,1
60,CA,R,25,Lancaster,029,93536,43024 30th St West,LANCASTER,CA,93536,029,,1
60,CA,R,25,Lancaster,037,93534,1715 REGENTS ST,LANCASTER,CA,93534,037,,1
60,CA,R,25,Lancaster,037,93535,1316 LIGHTCAP ST,LANCASTER,CA,93535,037,,1
60,CA,R,25,Lancaster,037,93536,2808 W LINGARD ST,LANCASTER,CA,93536,037,,1
60,CA,R,25,Lancaster,037,93539,43824 20TH ST W,LANCASTER,CA,93539,037,,1
60,CA,R,25,Lancaster,037,93584,,,,,,,1
60,CA,R,25,Lancaster,037,93586,,,,,,,1
60,CA,R,25,Landers,069,92285,,,,,,,1
60,CA,R,25,Landers,071,92285,56323 LILAC LN,LANDERS,CA,92285,071,,1
60,CA,R,25,Larkfield,097,95403,2857 W STEELE LN,LARKFIELD,CA,95403,097,,1
60,CA,R,25,Larkspur,041,94939,100 LINCOLN VILLAGE CIR # 100-0202,LARKSPUR,CA,94939,041,,1
60,CA,R,25,Larkspur,041,94977,,,,,,,1
60,CA,R,25,Lathrop,077,95330,16110 5TH ST,LATHROP,CA,95330,077,,1
60,CA,R,25,Laton,019,93242,20771 S DENNIS AVE,LATON,CA,93242,019,,1
60,CA,R,25,Laton,031,93242,2496 10TH AVE,LATON,CA,93242,031,,1
60,CA,R,25,Latrobe,017,95682,2600 RUNNING DEER RD,LATROBE,CA,95682,017,,1
60,CA,R,25,Lawndale,037,90260,4118 W 165TH ST,LAWNDALE,CA,90260,037,,1
60,CA,R,25,Lawndale,037,90261,,,,,,,1
60,CA,R,25,Laytonville,045,95417,,,,,,,1
60,CA,R,25,Laytonville,045,95454,1350 HOILAND RD,LAYTONVILLE,CA,95454,045,,1
60,CA,R,25,Le Grand,047,95333,12697 MC DOWELL ST,LE GRAND,CA,95333,047,,1
60,CA,R,25,Lebec,029,93243,508 SOUTH DR,LEBEC,CA,93243,029,,1
60,CA,R,25,Lebec,037,93243,,,,,,,1
60,CA,R,25,Lee Vining,051,93541,134 TWIN LAKES DR,LEE VINING,CA,93541,051,,1
60,CA,R,25,Leggett,045,95585,,,,,,,1
60,CA,R,25,Leimert Park,037,90008,4196 6TH AVE,LEIMERT PARK,CA,90008,037,,1
60,CA,R,25,Lemon Cove,107,93244,24412 AVE 328,LEMON COVE,CA,93244,107,,1
60,CA,R,25,Lemon Grove,073,91945,1903 JAVA LN,LEMON GROVE,CA,91945,073,,1
60,CA,R,25,Lemon Grove,073,91946,,,,,,,1
60,CA,R,25,Lemoore,019,93245,811 CINNAMON,LEMOORE,CA,93245,019,,1
60,CA,R,25,Lemoore,031,93245,714 AMERICAN AVE.,LEMOORE,CA,93245,031,,1
60,CA,R,25,Lemoore,031,93246,,,,,,,1
60,CA,R,25,Lemoore NAS,031,93245,,,,,,,1
60,CA,R,25,Lennox,037,90304,10920 BURIN AVE,LENNOX,CA,90304,037,,1
60,CA,R,25,Leona Valley,037,93551,1615 BALINESE CT,LEONA VALLEY,CA,93551,037,,1
60,CA,R,25,Lewiston,105,96052,109 THIRD AVE,LEWISTON,CA,96052,105,,1
60,CA,R,25,Liberty Farms,095,95620,,,,,,,1
60,CA,R,25,Likely,049,96116,185 JUNIPER ACRES LN,LIKELY,CA,96116,049,,1
60,CA,R,25,Lincoln,061,95648,1483 BAYBERRY LN,LINCOLN,CA,95648,061,,1
60,CA,R,25,Lincoln,101,95648,,,,,,,1
60,CA,R,25,Lincoln Acres,073,91947,,,,,,,1
60,CA,R,25,Lincoln Heights,037,90031,4424 GRIFFIN AVE,LINCOLN HEIGHTS,CA,90031,037,,1
60,CA,R,25,Linden,009,95236,,,,,,,1
60,CA,R,25,Linden,077,95236,5059 ALFALFA ST,LINDEN,CA,95236,077,,1
60,CA,R,25,Lindsay,107,93247,1015 E FIR ST,LINDSAY,CA,93247,107,,1
60,CA,R,25,Litchfield,035,96117,,,,,,,1
60,CA,R,25,Little Lake,027,93542,,,,,,,1
60,CA,R,25,Little River,045,95456,33350 FROG POND RD,LITTLE RIVER,CA,95456,045,,1
60,CA,R,25,Little Valley,089,96056,29312 DAY RD,LITTLE VALLEY,CA,96056,089,,1
60,CA,R,25,Littlerock,037,93543,37506 95TH ST E,LITTLEROCK,CA,93543,037,,1
60,CA,R,25,Live Oak,101,95953,3448 RICHMOND CT,LIVE OAK,CA,95953,101,,1
60,CA,R,25,Livermore,001,94550,1562 ROSELLI DR,LIVERMORE,CA,94550,001,,1
60,CA,R,25,Livermore,001,94551,487 SUMAL COMMON,LIVERMORE,CA,94551,001,,1
60,CA,R,25,Livermore,013,94551,10204 MORGAN TERRITORY RD,LIVERMORE,CA,94551,013,,1
60,CA,R,25,Livermore,085,94550,52 OBSIDIAN WAY,LIVERMORE,CA,94550,085,,1
60,CA,R,25,Livingston,047,95334,507 CHANDLER CT,LIVINGSTON,CA,95334,047,,1
60,CA,R,25,Llano,037,93544,16264 BURNING TREE DR,LLANO,CA,93544,037,,1
60,CA,R,25,Loch Lomond,033,95461,10523 FOOTHILL RD,LOCH LOMOND,CA,95461,033,,1
60,CA,R,25,Lockeford,077,95237,14370 E PROSPECT PL,LOCKEFORD,CA,95237,077,,1
60,CA,R,25,Lockwood,053,93932,68025 JOLON RD,LOCKWOOD,CA,93932,053,,1
60,CA,R,25,Lodi,077,95240,545 SANDPIPER CIR,LODI,CA,95240,077,,1
60,CA,R,25,Lodi,077,95241,,,,,,,1
60,CA,R,25,Lodi,077,95242,2160 DEBBIE LN,LODI,CA,95242,077,,1
60,CA,R,25,Loleta,023,95551,673 SCENIC DR,LOLETA,CA,95551,023,,1
60,CA,R,25,Loma Linda,069,92350,,,,,,,1
60,CA,R,25,Loma Linda,069,92354,11171 OAKWOOD DR APT L206,LOMA LINDA,CA,92354,069,,1
60,CA,R,25,Loma Linda,069,92357,,,,,,,1
60,CA,R,25,Loma Linda,071,92354,26155 CITRON ST,LOMA LINDA,CA,92354,071,,1
60,CA,R,25,Loma Mar,081,94021,8061 PESCADERO CREEK RD,LOMA MAR,CA,94021,081,,1
60,CA,R,25,Loma Rica,115,95901,12054 KIMBERLY RD,LOMA RICA,CA,95901,115,,1
60,CA,R,25,Lomita,037,90717,25109 NARBONNE AVE,LOMITA,CA,90717,037,,1
60,CA,R,25,Lompoc,083,93436,1116 PEACH AVE,LOMPOC,CA,93436,083,,1
60,CA,R,25,Lompoc,083,93437,,,,,,,1
60,CA,R,25,Lompoc,083,93438,,,,,,,1
60,CA,R,25,Lone Pine,027,93545,231 S LAKE VIEW ST,LONE PINE,CA,93545,027,,1
60,CA,R,25,Long Barn,109,95335,29598 LASSEN DR,LONG BARN,CA,95335,109,,1
60,CA,R,25,Long Beach,037,90745,,,,,,,1
60,CA,R,25,Long Beach,037,90746,1562 E CYRENE DR,LONG BEACH,CA,90746,037,,1
60,CA,R,25,Long Beach,037,90747,,,,,,,1
60,CA,R,25,Long Beach,037,90749,,,,,,,1
60,CA,R,25,Long Beach,037,90755,2601 E 19TH ST APT 17,LONG BEACH,CA,90755,037,,1
60,CA,R,25,Long Beach,037,90801,PO BOX 22,LONG BEACH,CA,90801,037,,1
60,CA,R,25,Long Beach,037,90802,210 E 3RD ST APT 303,LONG BEACH,CA,90802,037,,1
60,CA,R,25,Long Beach,037,90803,236 LA VERNE AVE,LONG BEACH,CA,90803,037,,1
60,CA,R,25,Long Beach,037,90804,3330 RIDGE PARK CT,LONG BEACH,CA,90804,037,,1
60,CA,R,25,Long Beach,037,90805,6356 RAYMOND AVE,LONG BEACH,CA,90805,037,,1
60,CA,R,25,Long Beach,037,90806,2821 GOLDEN AVE,LONG BEACH,CA,90806,037,,1
60,CA,R,25,Long Beach,037,90807,3671 COUNTRY CLUB DR UNIT H,LONG BEACH,CA,90807,037,,1
60,CA,R,25,Long Beach,037,90808,5258 E VILLAGE RD,LONG BEACH,CA,90808,037,,1
60,CA,R,25,Long Beach,037,90809,,,,,,,1
60,CA,R,25,Long Beach,037,90810,2704 E ADAMS ST,LONG BEACH,CA,90810,037,,1
60,CA,R,25,Long Beach,037,90813,1081 LONG BEACH BLVD APT 417,LONG BEACH,CA,90813,037,,1
60,CA,R,25,Long Beach,037,90814,336 FLINT AVE,LONG BEACH,CA,90814,037,,1
60,CA,R,25,Long Beach,037,90815,2035 LITCHFIELD AVE,LONG BEACH,CA,90815,037,,1
60,CA,R,25,Long Beach,037,90822,,,,,,,1
60,CA,R,25,Long Beach,037,90831,,,,,,,1
60,CA,R,25,Long Beach,037,90832,,,,,,,1
60,CA,R,25,Long Beach,037,90833,,,,,,,1
60,CA,R,25,Long Beach,037,90834,,,,,,,1
60,CA,R,25,Long Beach,037,90835,,,,,,,1
60,CA,R,25,Long Beach,037,90840,,,,,,,1
60,CA,R,25,Long Beach,037,90842,,,,,,,1
60,CA,R,25,Long Beach,037,90844,,,,,,,1
60,CA,R,25,Long Beach,037,90845,,,,,,,1
60,CA,R,25,Long Beach,037,90846,,,,,,,1
60,CA,R,25,Long Beach,037,90847,,,,,,,1
60,CA,R,25,Long Beach,037,90848,,,,,,,1
60,CA,R,25,Long Beach,037,90853,,,,,,,1
60,CA,R,25,Long Beach,037,90888,,,,,,,1
60,CA,R,25,Long Beach,037,90895,,,,,,,1
60,CA,R,25,Long Beach,037,90899,,,,,,,1
60,CA,R,25,Lookout,049,96054,,,,,,,1
60,CA,R,25,Loomis,061,95650,3591 SIERRA COLLEGE BLVD,LOOMIS,CA,95650,061,,1
60,CA,R,25,Los Alamitos,037,90720,,,,,,,1
60,CA,R,25,Los Alamitos,037,90721,,,,,,,1
60,CA,R,25,Los Alamitos,059,90720,11892 REAGAN ST,LOS ALAMITOS,CA,90720,059,,1
60,CA,R,25,Los Alamitos,059,90721,10552 SAUSALITO CT,LOS ALAMITOS,CA,90721,059,,1
60,CA,R,25,Los Alamos,083,93440,545 PERKINS ST,LOS ALAMOS,CA,93440,083,,1
60,CA,R,25,Los Altos,085,94022,45 STUART CT,LOS ALTOS,CA,94022,085,,1
60,CA,R,25,Los Altos,085,94023,,,,,,,1
60,CA,R,25,Los Altos,085,94024,1487 COUNTRY CLUB DR,LOS ALTOS,CA,94024,085,,1
60,CA,R,25,Los Altos Hills,085,94022,27881 BAKER LN,LOS ALTOS HILLS,CA,94022,085,,1
60,CA,R,25,Los Altos Hills,085,94024,24660 NICOLE LN,LOS ALTOS HILLS,CA,94024,085,,1
60,CA,R,25,Los Angeles,037,90001,1609 E GAGE AVE,LOS ANGELES,CA,90001,037,,1
60,CA,R,25,Los Angeles,037,90002,10201 STANFORD AVE,LOS ANGELES,CA,90002,037,,1
60,CA,R,25,Los Angeles,037,90003,323 E 99TH ST,LOS ANGELES,CA,90003,037,,1
60,CA,R,25,Los Angeles,037,90004,585 N ROSSMORE AVE,LOS ANGELES,CA,90004,037,,1
60,CA,R,25,Los Angeles,037,90005,845 S MANHATTAN PL APT 111,LOS ANGELES,CA,90005,037,,1
60,CA,R,25,Los Angeles,037,90006,3060 W OLYMPIC BLVD APT 547,LOS ANGELES,CA,90006,037,,1
60,CA,R,25,Los Angeles,037,90007,2331 PORTLAND STREET,LOS ANGELES,CA,90007,037,,1
60,CA,R,25,Los Angeles,037,90008,3922 S BRONSON AVE,LOS ANGELES,CA,90008,037,,1
60,CA,R,25,Los Angeles,037,90009,,,,,,,1
60,CA,R,25,Los Angeles,037,90010,3150 WILSHIRE BLVD # PH20,LOS ANGELES,CA,90010,037,,1
60,CA,R,25,Los Angeles,037,90011,930 E ADAMS BLVD,LOS ANGELES,CA,90011,037,,1
60,CA,R,25,Los Angeles,037,90012,138 N BEAUDRY AVE UNIT 259,LOS ANGELES,CA,90012,037,,1
60,CA,R,25,Los Angeles,037,90013,510 South Spring Street,LOS ANGELES,CA,90013,037,,1
60,CA,R,25,Los Angeles,037,90014,825 S HILL ST APT 3807,LOS ANGELES,CA,90014,037,,1
60,CA,R,25,Los Angeles,037,90015,1130 S FLOWER ST,LOS ANGELES,CA,90015,037,,1
60,CA,R,25,Los Angeles,037,90016,3713 WEST BLVD,LOS ANGELES,CA,90016,037,,1
60,CA,R,25,Los Angeles,037,90017,801 SOUTH HOPE STREET,LOS ANGELES,CA,90017,037,,1
60,CA,R,25,Los Angeles,037,90018,2913 EXPOSITION PL UNIT 3,LOS ANGELES,CA,90018,037,,1
60,CA,R,25,Los Angeles,037,90019,5367 SAN VICENTE BLVD. 259,LOS ANGELES,CA,90019,037,,1
60,CA,R,25,Los Angeles,037,90020,500 S GRAMERCY PL APT 205,LOS ANGELES,CA,90020,037,,1
60,CA,R,25,Los Angeles,037,90021,1850 INDUSTRIAL ST APT 513,LOS ANGELES,CA,90021,037,,1
60,CA,R,25,Los Angeles,037,90022,6126 FAIRFIELD STREET,LOS ANGELES,CA,90022,037,,1
60,CA,R,25,Los Angeles,037,90023,1104 S DACOTAH ST,LOS ANGELES,CA,90023,037,,1
60,CA,R,25,Los Angeles,037,90024,10776 WILSHIRE BLVD,LOS ANGELES,CA,90024,037,,1
60,CA,R,25,Los Angeles,037,90025,2111 S BEVERLY GLEN BLVD APT 202,LOS ANGELES,CA,90025,037,,1
60,CA,R,25,Los Angeles,037,90026,1629 ECHO PARK AVE #5,LOS ANGELES,CA,90026,037,,1
60,CA,R,25,Los Angeles,037,90027,2472 LYRIC AVE,LOS ANGELES,CA,90027,037,,1
60,CA,R,25,Los Angeles,037,90028,1820 WHITLEY AVE,LOS ANGELES,CA,90028,037,,1
60,CA,R,25,Los Angeles,037,90029,850 N MARIPOSA AVE APT 308,LOS ANGELES,CA,90029,037,,1
60,CA,R,25,Los Angeles,037,90030,,,,,,,1
60,CA,R,25,Los Angeles,037,90031,2322 CORAL ST,LOS ANGELES,CA,90031,037,,1
60,CA,R,25,Los Angeles,037,90032,1829 JONES AVE,LOS ANGELES,CA,90032,037,,1
60,CA,R,25,Los Angeles,037,90033,1414 KEMMETT CT,LOS ANGELES,CA,90033,037,,1
60,CA,R,25,Los Angeles,037,90034,1908 Tudor Lane,LOS ANGELES,CA,90034,037,,1
60,CA,R,25,Los Angeles,037,90035,9401 OAKMORE RD,LOS ANGELES,CA,90035,037,,1
60,CA,R,25,Los Angeles,037,90036,435 South Detroit,LOS ANGELES,CA,90036,037,,1
60,CA,R,25,Los Angeles,037,90037,156 W VERNON AVE,LOS ANGELES,CA,90037,037,,1
60,CA,R,25,Los Angeles,037,90038,726 N HUDSON AVE APT PH3,LOS ANGELES,CA,90038,037,,1
60,CA,R,25,Los Angeles,037,90039,4051 BAYWOOD ST,LOS ANGELES,CA,90039,037,,1
60,CA,R,25,Los Angeles,037,90041,1370 FRACKELTON PL,LOS ANGELES,CA,90041,037,,1
60,CA,R,25,Los Angeles,037,90042,4811 SONATA LN,LOS ANGELES,CA,90042,037,,1
60,CA,R,25,Los Angeles,037,90043,2628 W 74TH ST,LOS ANGELES,CA,90043,037,,1
60,CA,R,25,Los Angeles,037,90044,844 W 104TH ST,LOS ANGELES,CA,90044,037,,1
60,CA,R,25,Los Angeles,037,90045,8036 EL MANOR AVE,LOS ANGELES,CA,90045,037,,1
60,CA,R,25,Los Angeles,037,90046,7950 W. SUNSET BLVD,LOS ANGELES,CA,90046,037,,1
60,CA,R,25,Los Angeles,037,90047,1609 W 127TH ST,LOS ANGELES,CA,90047,037,,1
60,CA,R,25,Los Angeles,037,90048,333 S. Doheny Dr.,LOS ANGELES,CA,90048,037,,1
60,CA,R,25,Los Angeles,037,90049,12495 PROMONTORY RD,LOS ANGELES,CA,90049,037,,1
60,CA,R,25,Los Angeles,037,90056,6260 CONDON AVE,LOS ANGELES,CA,90056,037,,1
60,CA,R,25,Los Angeles,037,90057,120 S. RENO ST.,LOS ANGELES,CA,90057,037,,1
60,CA,R,25,Los Angeles,037,90058,2601 LONG BEACH AVE,LOS ANGELES,CA,90058,037,,1
60,CA,R,25,Los Angeles,037,90059,1616 E 113TH ST,LOS ANGELES,CA,90059,037,,1
60,CA,R,25,Los Angeles,037,90061,126 E 111TH PL,LOS ANGELES,CA,90061,037,,1
60,CA,R,25,Los Angeles,037,90062,1825 LEIGHTON AVE,LOS ANGELES,CA,90062,037,,1
60,CA,R,25,Los Angeles,037,90063,451 NASSAU AVE,LOS ANGELES,CA,90063,037,,1
60,CA,R,25,Los Angeles,037,90064,2440 S BARRINGTON AVE APT 204,LOS ANGELES,CA,90064,037,,1
60,CA,R,25,Los Angeles,037,90065,3024 CHAUCER ST,LOS ANGELES,CA,90065,037,,1
60,CA,R,25,Los Angeles,037,90066,11806 PALMS BLVD,LOS ANGELES,CA,90066,037,,1
60,CA,R,25,Los Angeles,037,90067,2160 CENTURY PARK E APT 1004,LOS ANGELES,CA,90067,037,,1
60,CA,R,25,Los Angeles,037,90068,2776 N WRIGHT LANE,LOS ANGELES,CA,90068,037,,1
60,CA,R,25,Los Angeles,037,90069,733 N KINGS RD APT 131,LOS ANGELES,CA,90069,037,,1
60,CA,R,25,Los Angeles,037,90070,,,,,,,1
60,CA,R,25,Los Angeles,037,90071,,,,,,,1
60,CA,R,25,Los Angeles,037,90072,,,,,,,1
60,CA,R,25,Los Angeles,037,90073,,,,,,,1
60,CA,R,25,Los Angeles,037,90074,,,,,,,1
60,CA,R,25,Los Angeles,037,90075,,,,,,,1
60,CA,R,25,Los Angeles,037,90076,,,,,,,1
60,CA,R,25,Los Angeles,037,90077,10419 COLINA WAY,LOS ANGELES,CA,90077,037,,1
60,CA,R,25,Los Angeles,037,90078,,,,,,,1
60,CA,R,25,Los Angeles,037,90079,,,,,,,1
60,CA,R,25,Los Angeles,037,90080,,,,,,,1
60,CA,R,25,Los Angeles,037,90081,,,,,,,1
60,CA,R,25,Los Angeles,037,90082,,,,,,,1
60,CA,R,25,Los Angeles,037,90083,,,,,,,1
60,CA,R,25,Los Angeles,037,90084,,,,,,,1
60,CA,R,25,Los Angeles,037,90086,,,,,,,1
60,CA,R,25,Los Angeles,037,90087,,,,,,,1
60,CA,R,25,Los Angeles,037,90088,,,,,,,1
60,CA,R,25,Los Angeles,037,90089,,,,,,,1
60,CA,R,25,Los Angeles,037,90091,,,,,,,1
60,CA,R,25,Los Angeles,037,90093,,,,,,,1
60,CA,R,25,Los Angeles,037,90094,12698 SANDHILL LN # 2,LOS ANGELES,CA,90094,037,,1
60,CA,R,25,Los Angeles,037,90095,,,,,,,1
60,CA,R,25,Los Angeles,037,90096,,,,,,,1
60,CA,R,25,Los Angeles,037,90099,,,,,,,1
60,CA,R,25,Los Angeles,037,90101,,,,,,,1
60,CA,R,25,Los Angeles,037,90102,,,,,,,1
60,CA,R,25,Los Angeles,037,90103,,,,,,,1
60,CA,R,25,Los Angeles,037,90189,,,,,,,1
60,CA,R,25,Los Angeles,037,90230,4939 MAYTIME LN,LOS ANGELES,CA,90230,037,,1
60,CA,R,25,Los Angeles AFB,037,90009,,,,,,,1
60,CA,R,25,Los Banos,047,93635,344 LAS PALMAS ST,LOS BANOS,CA,93635,047,,1
60,CA,R,25,Los Gatos,085,95030,220 CERRO CHICO,LOS GATOS,CA,95030,085,,1
60,CA,R,25,Los Gatos,085,95031,,,,,,,1
60,CA,R,25,Los Gatos,085,95032,331 LOS GATOS BLVD,LOS GATOS,CA,95032,085,,1
60,CA,R,25,Los Gatos,085,95033,20000 WRIGHT DR,LOS GATOS,CA,95033,085,,1
60,CA,R,25,Los Gatos,087,95033,20284 BEAR CREEK RD,LOS GATOS,CA,95033,087,,1
60,CA,R,25,Los Milinos,103,96055,,,,,,,1
60,CA,R,25,Los Molinos,103,96055,9483 RIVERVIEW AVE,LOS MOLINOS,CA,96055,103,,1
60,CA,R,25,Los Nietos,037,90606,7909 CALOBAR AVE,LOS NIETOS,CA,90606,037,,1
60,CA,R,25,Los Nietos,037,90610,,,,,,,1
60,CA,R,25,Los Olivos,083,93441,2621 SAN MARCOS AVE,LOS OLIVOS,CA,93441,083,,1
60,CA,R,25,Los Osos,079,93402,135 HOWARD AVE,LOS OSOS,CA,93402,079,,1
60,CA,R,25,Los Osos,079,93412,,,,,,,1
60,CA,R,25,Lost Hills,029,93249,21323 INYO ST,LOST HILLS,CA,93249,029,,1
60,CA,R,25,Lotus,017,95651,6105 CLARK MOUNTAIN RD,LOTUS,CA,95651,017,,1
60,CA,R,25,Lower Lake,033,95457,9685 LAKE ST,LOWER LAKE,CA,95457,033,,1
60,CA,R,25,Loyalton,091,96118,36 SAGE DR,LOYALTON,CA,96118,091,,1
60,CA,R,25,Lucerne,033,95458,6392 DIXIE RD # 728,LUCERNE,CA,95458,033,,1
60,CA,R,25,Lucerne Valley,069,92356,,,,,,,1
60,CA,R,25,Ludlow,069,92338,,,,,,,1
60,CA,R,25,Lynwood,037,90262,4515 ABBOTT RD,LYNWOOD,CA,90262,037,,1
60,CA,R,25,Lyoth,077,95296,,,,,,,1
60,CA,R,25,Lytle Creek,069,92358,,,,,,,1
60,CA,R,25,Macdoel,093,96058,,,,,,,1
60,CA,R,25,Mad River,023,95552,,,,,,,1
60,CA,R,25,Mad River,105,95552,2516 STATE HIGHWAY 36,MAD RIVER,CA,95552,105,,1
60,CA,R,25,Madeline,035,96119,,,,,,,1
60,CA,R,25,Madera,039,93636,4612 TWIN OAKS RD,MADERA,CA,93636,039,,1
60,CA,R,25,Madera,039,93637,1363 SENECA DR,MADERA,CA,93637,039,,1
60,CA,R,25,Madera,039,93638,1026 PAPAYA ST,MADERA,CA,93638,039,,1
60,CA,R,25,Madera,039,93639,,,,,,,1
60,CA,R,25,Madison,113,95653,28960 MAIN ST,MADISON,CA,95653,113,,1
60,CA,R,25,Magalia,007,95954,6211 COLUMBINE RD,MAGALIA,CA,95954,007,,1
60,CA,R,25,Malibu,037,90263,,,,,,,1
60,CA,R,25,Malibu,037,90264,,,,,,,1
60,CA,R,25,Malibu,037,90265,22660 Pacific Coast Highway,MALIBU,CA,90265,037,,1
60,CA,R,25,Malibu,111,90265,3321 HILLTOP DR,MALIBU,CA,90265,111,,1
60,CA,R,25,Mammoth Lakes,051,93546,2075 FOREST TRL,MAMMOTH LAKES,CA,93546,051,,1
60,CA,R,25,Manchester,045,95459,44980 POMO LAKE DR,MANCHESTER,CA,95459,045,,1
60,CA,R,25,Manhattan Beach,037,90266,309 GULL ST,MANHATTAN BEACH,CA,90266,037,,1
60,CA,R,25,Manhattan Beach,037,90267,,,,,,,1
60,CA,R,25,Manteca,077,95336,1243 SUGAR MAPLE ST,MANTECA,CA,95336,077,,1
60,CA,R,25,Manteca,077,95337,1425 W CENTER ST APT 21,MANTECA,CA,95337,077,,1
60,CA,R,25,Manton,089,96059,5590 WOODCUTTERS WAY,MANTON,CA,96059,089,,1
60,CA,R,25,Manton,103,96059,31820 FORWARD RD,MANTON,CA,96059,103,,1
60,CA,R,25,March Air Reserve Base,065,92518,15105 6TH ST,MARCH AIR RESERVE BASE,CA,92518,065,,1
60,CA,R,25,Maricopa,029,93252,400 OLIVE ST,MARICOPA,CA,93252,029,,1
60,CA,R,25,Maricopa,079,93252,,,,,,,1
60,CA,R,25,Maricopa,083,93252,,,,,,,1
60,CA,R,25,Maricopa,111,93252,,,,,,,1
60,CA,R,25,Marina,053,93933,3007 SHOREBIRD PLACE,MARINA,CA,93933,053,,1
60,CA,R,25,Marina del Rey,037,90292,13924 MARQUESAS WAY APT 1109,MARINA DEL REY,CA,90292,037,,1
60,CA,R,25,Marina del Rey,037,90295,,,,,,,1
60,CA,R,25,Mariposa,043,95338,7113 SNYDER RIDGE RD,MARIPOSA,CA,95338,043,,1
60,CA,R,25,Markleeville,003,96120,14 HAWKSIDE CT,MARKLEEVILLE,CA,96120,003,,1
60,CA,R,25,Marshall,041,94940,22175 HIGHWAY 1,MARSHALL,CA,94940,041,,1
60,CA,R,25,Martell,005,95654,,,,,,,1
60,CA,R,25,Martinez,013,94553,29 ALAN WAY,MARTINEZ,CA,94553,013,,1
60,CA,R,25,Marysville,007,95901,,,,,,,1
